34,9,2023-11-06,INSP41,STATION_9,STRUCTURAL,MINOR_ISSUE,,,PASS,2023-11-06 02:00:00
35,10,2021-02-08,INSP39,STATION_20,SAFETY,OK,,,PASS,2021-02-08 08:00:00
36,10,2024-03-22,INSP32,STATION_1,STRUCTURAL,OK,,,PASS,2024-03-22 10:00:00
37,10,2022-11-30,INSP40,STATION_8,STRUCTURAL,MINOR_ISSUE,,,PASS,2022-11-30 09:00:00
38,10,2020-09-13,INSP20,STATION_9,PAINT,OK,,,PASS,2020-09-13 04:00:00
39,10,2022-02-19,INSP02,STATION_11,SAFETY,MAJOR_ISSUE,,,PASS,2022-02-19 10:00:00
40,10,2021-04-12,INSP34,STATION_13,PAINT,MAJOR_ISSUE,DEF4612,10.96,FAIL,2021-04-12 07:00:00
41,11,2019-10-12,INSP17,STATION_19,STRUCTURAL,MINOR_ISSUE,,,PASS,2019-10-12 09:00:00
42,11,2020-03-23,INSP48,STATION_9,SAFETY,MINOR_ISSUE,,,PASS,2020-03-23 08:00:00
43,11,2022-11-23,INSP38,STATION_7,EMISSIONS,OK,,,PASS,2022-11-23 02:00:00
44,12,2024-12-08,INSP47,STATION_8,SAFETY,OK,DEF2192,9.59,FAIL,2024-12-08 03:00:00
45,12,2022-12-24,INSP28,STATION_12,ELECTRICAL,MAJOR_ISSUE,,,PASS,2022-12-24 01:00:00
46,13,2021-03-21,INSP43,STATION_15,SAFETY,MINOR_ISSUE,,,PASS,2021-03-21 05:00:00
47,13,2019-09-05,INSP29,STATION_8,PAINT,OK,,,PASS,2019-09-05 07:00:00
48,13,2019-12-12,INSP25,STATION_9,ELECTRICAL,MAJOR_ISSUE,,,PASS,2019-12-12 10:00:00
49,13,2020-11-20,INSP26,STATION_15,EMISSIONS,MINOR_ISSUE,,,PASS,2020-11-20 04:00:00
50,13,2021-11-10,INSP18,STATION_18,SAFETY,MINOR_ISSUE,,,PASS,2021-11-10 05:00:00
51,13,2021-10-26,INSP14,STATION_3,SAFETY,OK,,,PASS,2021-10-26 06:00:00
52,14,2023-04-06,INSP20,STATION_18,ELECTRICAL,OK,,,PASS,2023-04-06 05:00:00
53,14,2021-10-25,INSP23,STATION_4,EMISSIONS,MINOR_ISSUE,,,PASS,2021-10-25 07:00:00
54,14,2021-09-26,INSP39,STATION_1,ELECTRICAL,OK,,,PASS,2021-09-26 08:00:00
55,14,2021-04-23,INSP36,STATION_17,SAFETY,MAJOR_ISSUE,,,PASS,2021-04-23 02:00:00
56,14,2019-11-03,INSP19,STATION_10,ELECTRICAL,OK,,,PASS,2019-11-03 03:00:00
57,15,2024-03-01,INSP20,STATION_5,EMISSIONS,MINOR_ISSUE,,,PASS,2024-03-01 10:00:00
58,15,2022-09-03,INSP02,STATION_13,PAINT,MINOR_ISSUE,,,PASS,2022-09-03 10:00:00
59,15,2023-08-25,INSP08,STATION_13,SAFETY,OK,,,PASS,2023-08-25 04:00:00
60,15,2019-05-05,INSP42,STATION_18,ELECTRICAL,OK,,,PASS,2019-05-05 09:00:00
61,16,2019-06-17,INSP41,STATION_5,STRUCTURAL,OK,,,PASS,2019-06-17 04:00:00
62,16,2020-05-18,INSP24,STATION_14,EMISSIONS,MAJOR_ISSUE,,,PASS,2020-05-18 10:00:00
63,17,2024-07-12,INSP49,STATION_19,EMISSIONS,OK,DEF4148,5.93,FAIL,2024-07-12 07:00:00
64,17,2024-01-09,INSP23,STATION_3,EMISSIONS,MAJOR_ISSUE,DEF1991,3.08,FAIL,2024-01-09 08:00:00
65,17,2023-12-20,INSP41,STATION_15,PAINT,MAJOR_ISSUE,,,PASS,2023-12-20 03:00:00
66,17,2022-01-26,INSP31,STATION_2,PAINT,OK,,,PASS,2022-01-26 08:00:00
67,17,2023-05-14,INSP36,STATION_16,EMISSIONS,MAJOR_ISSUE,,,PASS,2023-05-14 03:00:00
68,17,2019-04-30,INSP50,STATION_4,EMISSIONS,MAJOR_ISSUE,,,PASS,2019-04-30 03:00:00
69,18,2023-01-22,INSP17,STATION_11,PAINT,OK,DEF4791,8.84,FAIL,2023-01-22 06:00:00
70,18,2019-07-21,INSP29,STATION_16,PAINT,MINOR_ISSUE,DEF3669,5.01,FAIL,2019-07-21 08:00:00
71,18,2023-10-16,INSP42,STATION_18,SAFETY,OK,,,PASS,2023-10-16 06:00:00
72,18,2024-10-31,INSP50,STATION_4,EMISSIONS,OK,,,PASS,2024-10-31 01:00:00
73,19,2020-07-03,INSP09,STATION_16,PAINT,MAJOR_ISSUE,,,PASS,2020-07-03 02:00:00
74,19,2023-01-09,INSP20,STATION_5,PAINT,MINOR_ISSUE,,,PASS,2023-01-09 09:00:00
75,19,2024-09-13,INSP21,STATION_12,EMISSIONS,OK,,,PASS,2024-09-13 02:00:00
76,19,2021-10-31,INSP48,STATION_12,STRUCTURAL,OK,,,PASS,2021-10-31 04:00:00
77,20,2024-09-17,INSP46,STATION_18,STRUCTURAL,MAJOR_ISSUE,,,PASS,2024-09-17 02:00:00
78,20,2023-07-24,INSP25,STATION_18,SAFETY,MINOR_ISSUE,,,PASS,2023-07-24 08:00:00
79,20,2022-11-16,INSP30,STATION_10,STRUCTURAL,MAJOR_ISSUE,DEF1661,3.95,FAIL,2022-11-16 08:00:00
80,20,2021-06-30,INSP26,STATION_2,SAFETY,MINOR_ISSUE,,,PASS,2021-06-30 03:00:00
81,20,2024-03-15,INSP14,STATION_19,SAFETY,MINOR_ISSUE,,,PASS,2024-03-15 02:00:00
82,20,2021-06-02,INSP27,STATION_18,PAINT,MAJOR_ISSUE,DEF2787,7.6,FAIL,2021-06-02 06:00:00
83,21,2019-05-31,INSP13,STATION_10,SAFETY,MINOR_ISSUE,,,PASS,2019-05-31 09:00:00
84,21,2024-04-13,INSP20,STATION_11,STRUCTURAL,OK,,,PASS,2024-04-13 07:00:00
85,21,2019-09-12,INSP30,STATION_15,PAINT,MAJOR_ISSUE,,,PASS,2019-09-12 01:00:00
86,21,2022-02-28,INSP07,STATION_1,ELECTRICAL,MINOR_ISSUE,,,PASS,2022-02-28 07:00:00
87,22,2023-03-09,INSP41,STATION_14,PAINT,MAJOR_ISSUE,,,PASS,2023-03-09 07:00:00
88,22,2021-12-30,INSP45,STATION_18,EMISSIONS,MAJOR_ISSUE,,,PASS,2021-12-30 10:00:00
89,22,2023-03-24,INSP14,STATION_12,STRUCTURAL,MAJOR_ISSUE,,,PASS,2023-03-24 10:00:00
90,22,2020-07-06,INSP34,STATION_1,STRUCTURAL,MINOR_ISSUE,,,PASS,2020-07-06 10:00:00
91,22,2024-07-06,INSP09,STATION_6,EMISSIONS,MAJOR_ISSUE,,,PASS,2024-07-06 01:00:00
92,22,2021-01-17,INSP35,STATION_13,EMISSIONS,MAJOR_ISSUE,,,PASS,2021-01-17 02:00:00
93,23,2020-08-28,INSP03,STATION_10,EMISSIONS,MINOR_ISSUE,,,PASS,2020-08-28 03:00:00
94,23,2022-12-23,INSP16,STATION_14,EMISSIONS,MINOR_ISSUE,,,PASS,2022-12-23 05:00:00
95,23,2023-08-19,INSP04,STATION_7,SAFETY,OK,DEF8042,1.21,FAIL,2023-08-19 06:00:00
96,23,2023-05-02,INSP20,STATION_13,STRUCTURAL,MAJOR_ISSUE,,,PASS,2023-05-02 04:00:00
97,23,2022-01-17,INSP29,STATION_20,STRUCTURAL,OK,,,PASS,2022-01-17 09:00:00
98,24,2019-04-15,INSP21,STATION_14,PAINT,MINOR_ISSUE,,,PASS,2019-04-15 10:00:00
99,24,2019-04-01,INSP03,STATION_8,SAFETY,MINOR_ISSUE,,,PASS,2019-04-01 09:00:00
100,25,2022-08-22,INSP19,STATION_2,ELECTRICAL,MAJOR_ISSUE,,,PASS,2022-08-22 02:00:00
101,25,2024-05-25,INSP46,STATION_20,EMISSIONS,OK,,,PASS,2024-05-25 08:00:00
102,25,2020-09-14,INSP17,STATION_1,STRUCTURAL,OK,,,PASS,2020-09-14 05:00:00
103,26,2019-05-09,INSP10,STATION_13,SAFETY,MAJOR_ISSUE,,,PASS,2019-05-09 06:00:00
104,26,2022-03-27,INSP41,STATION_12,PAINT,OK,DEF3721,7.08,FAIL,2022-03-27 02:00:00
105,27,2024-08-15,INSP11,STATION_8,STRUCTURAL,OK,,,PASS,2024-08-15 01:00:00
106,27,2021-02-21,INSP22,STATION_6,STRUCTURAL,OK,,,PASS,2021-02-21 02:00:00
107,27,2023-11-07,INSP03,STATION_14,EMISSIONS,OK,DEF3564,8.67,FAIL,2023-11-07 08:00:00
108,27,2019-03-11,INSP10,STATION_12,ELECTRICAL,OK,,,PASS,2019-03-11 02:00:00
109,27,2023-01-08,INSP25,STATION_18,PAINT,OK,,,PASS,2023-01-08 06:00:00
110,28,2023-01-31,INSP07,STATION_8,ELECTRICAL,MAJOR_ISSUE,,,PASS,2023-01-31 10:00:00
111,28,2021-02-19,INSP23,STATION_7,EMISSIONS,MAJOR_ISSUE,,,PASS,2021-02-19 03:00:00
112,29,2019-08-08,INSP36,STATION_15,PAINT,MINOR_ISSUE,,,PASS,2019-08-08 06:00:00
113,29,2019-01-16,INSP48,STATION_13,ELECTRICAL,MINOR_ISSUE,,,PASS,2019-01-16 07:00:00
114,29,2024-01-08,INSP32,STATION_19,EMISSIONS,MAJOR_ISSUE,,,PASS,2024-01-08 08:00:00
115,29,2019-12-15,INSP33,STATION_5,EMISSIONS,MINOR_ISSUE,,,PASS,2019-12-15 09:00:00
116,29,2024-01-02,INSP36,STATION_18,STRUCTURAL,MAJOR_ISSUE,,,PASS,2024-01-02 02:00:00
117,30,2024-10-31,INSP49,STATION_20,SAFETY,MAJOR_ISSUE,DEF4165,9.7,FAIL,2024-10-31 08:00:00
118,30,2024-08-10,INSP44,STATION_8,SAFETY,OK,DEF7650,11.17,FAIL,2024-08-10 08:00:00
119,30,2021-06-18,INSP43,STATION_5,PAINT,OK,,,PASS,2021-06-18 09:00:00
120,31,2020-09-23,INSP30,STATION_11,EMISSIONS,OK,,,PASS,2020-09-23 10:00:00
121,31,2022-09-29,INSP10,STATION_1,SAFETY,MAJOR_ISSUE,DEF8551,10.68,FAIL,2022-09-29 07:00:00
122,32,2023-10-09,INSP26,STATION_1,PAINT,MAJOR_ISSUE,,,PASS,2023-10-09 05:00:00
123,32,2023-12-03,INSP27,STATION_12,EMISSIONS,OK,,,PASS,2023-12-03 05:00:00
124,33,2021-02-09,INSP48,STATION_9,ELECTRICAL,MAJOR_ISSUE,DEF6603,2.86,FAIL,2021-02-09 02:00:00
125,33,2022-06-26,INSP40,STATION_13,ELECTRICAL,MINOR_ISSUE,,,PASS,2022-06-26 02:00:00
126,33,2019-05-14,INSP43,STATION_2,ELECTRICAL,OK,,,PASS,2019-05-14 09:00:00
127,33,2021-12-29,INSP14,STATION_11,EMISSIONS,MINOR_ISSUE,,,PASS,2021-12-29 02:00:00
128,34,2021-12-14,INSP46,STATION_18,ELECTRICAL,OK,,,PASS,2021-12-14 08:00:00
129,34,2024-01-20,INSP14,STATION_7,ELECTRICAL,MINOR_ISSUE,,,PASS,2024-01-20 06:00:00
130,34,2023-07-22,INSP35,STATION_15,EMISSIONS,MINOR_ISSUE,,,PASS,2023-07-22 07:00:00
131,34,2021-07-18,INSP13,STATION_5,EMISSIONS,MINOR_ISSUE,,,PASS,2021-07-18 07:00:00
132,34,2022-10-13,INSP31,STATION_8,PAINT,OK,,,PASS,2022-10-13 06:00:00
133,34,2024-06-15,INSP21,STATION_11,STRUCTURAL,OK,,,PASS,2024-06-15 05:00:00
134,35,2019-04-16,INSP22,STATION_14,STRUCTURAL,MINOR_ISSUE,DEF5564,10.78,FAIL,2019-04-16 05:00:00
135,35,2022-01-05,INSP14,STATION_5,SAFETY,MAJOR_ISSUE,,,PASS,2022-01-05 04:00:00
136,35,2022-10-03,INSP12,STATION_14,STRUCTURAL,MAJOR_ISSUE,,,PASS,2022-10-03 07:00:00
137,35,2022-03-16,INSP21,STATION_8,EMISSIONS,MAJOR_ISSUE,,,PASS,2022-03-16 09:00:00
138,35,2023-05-01,INSP14,STATION_1,EMISSIONS,MAJOR_ISSUE,,,PASS,2023-05-01 04:00:00
139,35,2024-09-28,INSP01,STATION_13,EMISSIONS,MAJOR_ISSUE,,,PASS,2024-09-28 03:00:00
140,36,2019-04-16,INSP05,STATION_5,ELECTRICAL,MAJOR_ISSUE,DEF2846,0.4,FAIL,2019-04-16 07:00:00
141,36,2020-10-18,INSP19,STATION_7,ELECTRICAL,MAJOR_ISSUE,,,PASS,2020-10-18 07:00:00
142,36,2022-05-14,INSP46,STATION_15,SAFETY,MAJOR_ISSUE,,,PASS,2022-05-14 06:00:00
143,36,2024-08-23,INSP32,STATION_9,PAINT,OK,,,PASS,2024-08-23 02:00:00
144,36,2019-01-09,INSP19,STATION_9,EMISSIONS,MAJOR_ISSUE,,,PASS,2019-01-09 04:00:00
145,36,2021-11-29,INSP46,STATION_16,PAINT,MINOR_ISSUE,,,PASS,2021-11-29 09:00:00
146,37,2020-03-27,INSP19,STATION_12,EMISSIONS,OK,,,PASS,2020-03-27 09:00:00
147,37,2024-01-27,INSP31,STATION_8,PAINT,OK,,,PASS,2024-01-27 04:00:00
148,37,2019-01-15,INSP32,STATION_16,ELECTRICAL,MINOR_ISSUE,,,PASS,2019-01-15 05:00:00
149,37,2022-02-22,INSP22,STATION_13,ELECTRICAL,MAJOR_ISSUE,,,PASS,2022-02-22 06:00:00
150,38,2020-11-24,INSP18,STATION_1,STRUCTURAL,MAJOR_ISSUE,,,PASS,2020-11-24 09:00:00
151,38,2022-11-07,INSP37,STATION_14,EMISSIONS,OK,,,PASS,2022-11-07 02:00:00
152,39,2021-08-03,INSP44,STATION_1,ELECTRICAL,MINOR_ISSUE,,,PASS,2021-08-03 10:00:00
153,39,2020-09-08,INSP17,STATION_13,ELECTRICAL,OK,,,PASS,2020-09-08 08:00:00
154,39,2020-04-15,INSP50,STATION_17,SAFETY,MAJOR_ISSUE,DEF9161,3.39,FAIL,2020-04-15 10:00:00
155,39,2022-12-10,INSP49,STATION_8,SAFETY,MINOR_ISSUE,,,PASS,2022-12-10 09:00:00
156,39,2024-05-07,INSP39,STATION_2,STRUCTURAL,MINOR_ISSUE,,,PASS,2024-05-07 09:00:00
157,39,2024-07-04,INSP25,STATION_4,STRUCTURAL,OK,,,PASS,2024-07-04 01:00:00
158,40,2023-01-11,INSP05,STATION_15,EMISSIONS,MAJOR_ISSUE,,,PASS,2023-01-11 04:00:00
159,40,2023-06-16,INSP45,STATION_9,SAFETY,MAJOR_ISSUE,,,PASS,2023-06-16 03:00:00
160,40,2021-07-22,INSP31,STATION_15,ELECTRICAL,MAJOR_ISSUE,DEF5726,11.63,FAIL,2021-07-22 03:00:00
161,40,2023-03-22,INSP32,STATION_4,ELECTRICAL,OK,,,PASS,2023-03-22 07:00:00
162,40,2024-04-12,INSP32,STATION_11,PAINT,MINOR_ISSUE,,,PASS,2024-04-12 04:00:00
163,40,2024-08-07,INSP34,STATION_9,ELECTRICAL,MINOR_ISSUE,,,PASS,2024-08-07 03:00:00
164,41,2020-07-30,INSP42,STATION_17,SAFETY,MAJOR_ISSUE,,,PASS,2020-07-30 09:00:00
165,41,2021-04-29,INSP08,STATION_10,EMISSIONS,OK,,,PASS,2021-04-29 04:00:00
166,41,2024-04-05,INSP50,STATION_7,ELECTRICAL,OK,DEF2424,8.38,FAIL,2024-04-05 02:00:00
167,41,2019-08-28,INSP17,STATION_12,EMISSIONS,MAJOR_ISSUE,,,PASS,2019-08-28 01:00:00
168,41,2024-04-29,INSP30,STATION_15,EMISSIONS,MINOR_ISSUE,,,PASS,2024-04-29 08:00:00
169,42,2022-03-04,INSP18,STATION_14,EMISSIONS,MINOR_ISSUE,DEF8704,7.14,FAIL,2022-03-04 06:00:00
170,42,2022-11-13,INSP31,STATION_7,STRUCTURAL,MAJOR_ISSUE,,,PASS,2022-11-13 05:00:00
171,43,2021-01-05,INSP38,STATION_17,PAINT,MINOR_ISSUE,,,PASS,2021-01-05 10:00:00
172,43,2023-08-24,INSP23,STATION_7,PAINT,MINOR_ISSUE,,,PASS,2023-08-24 02:00:00
173,44,2022-09-07,INSP24,STATION_1,PAINT,MINOR_ISSUE,,,PASS,2022-09-07 04:00:00
174,44,2024-09-15,INSP23,STATION_9,PAINT,MINOR_ISSUE,,,PASS,2024-09-15 04:00:00
175,44,2021-02-09,INSP27,STATION_4,SAFETY,OK,,,PASS,2021-02-09 05:00:00
176,44,2023-10-17,INSP04,STATION_19,SAFETY,MINOR_ISSUE,DEF1392,5.45,FAIL,2023-10-17 02:00:00
177,45,2024-10-25,INSP12,STATION_18,STRUCTURAL,MINOR_ISSUE,,,PASS,2024-10-25 02:00:00
178,45,2020-01-03,INSP44,STATION_15,PAINT,MAJOR_ISSUE,,,PASS,2020-01-03 01:00:00
179,45,2022-10-30,INSP09,STATION_12,EMISSIONS,MAJOR_ISSUE,,,PASS,2022-10-30 01:00:00
180,45,2023-10-11,INSP37,STATION_4,STRUCTURAL,MINOR_ISSUE,,,PASS,2023-10-11 04:00:00
181,46,2023-10-06,INSP24,STATION_15,STRUCTURAL,MAJOR_ISSUE,,,PASS,2023-10-06 03:00:00
182,46,2023-11-02,INSP23,STATION_12,EMISSIONS,OK,,,PASS,2023-11-02 10:00:00
183,46,2024-10-26,INSP45,STATION_15,STRUCTURAL,MINOR_ISSUE,,,PASS,2024-10-26 07:00:00
184,46,2023-03-03,INSP23,STATION_16,EMISSIONS,MINOR_ISSUE,,,PASS,2023-03-03 02:00:00
185,46,2024-06-24,INSP28,STATION_20,STRUCTURAL,MINOR_ISSUE,,,PASS,2024-06-24 09:00:00
186,46,2021-10-10,INSP06,STATION_1,ELECTRICAL,OK,,,PASS,2021-10-10 04:00:00
187,47,2023-07-28,INSP32,STATION_9,ELECTRICAL,MAJOR_ISSUE,,,PASS,2023-07-28 06:00:00
188,47,2021-08-18,INSP11,STATION_18,ELECTRICAL,MINOR_ISSUE,,,PASS,2021-08-18 05:00:00
189,47,2021-10-12,INSP18,STATION_5,STRUCTURAL,OK,,,PASS,2021-10-12 04:00:00
190,47,2022-10-09,INSP34,STATION_5,STRUCTURAL,MAJOR_ISSUE,,,PASS,2022-10-09 07:00:00
191,47,2024-10-28,INSP41,STATION_6,EMISSIONS,OK,,,PASS,2024-10-28 10:00:00
192,48,2020-11-22,INSP47,STATION_1,EMISSIONS,MAJOR_ISSUE,,,PASS,2020-11-22 07:00:00
193,48,2019-05-22,INSP05,STATION_11,SAFETY,MAJOR_ISSUE,,,PASS,2019-05-22 05:00:00
194,49,2021-02-19,INSP17,STATION_4,EMISSIONS,MAJOR_ISSUE,,,PASS,2021-02-19 09:00:00
195,49,2024-01-05,INSP27,STATION_5,ELECTRICAL,MAJOR_ISSUE,,,PASS,2024-01-05 03:00:00
196,49,2019-08-19,INSP15,STATION_13,STRUCTURAL,MAJOR_ISSUE,,,PASS,2019-08-19 05:00:00
197,49,2019-02-20,INSP30,STATION_19,STRUCTURAL,MINOR_ISSUE,,,PASS,2019-02-20 04:00:00
198,50,2020-05-29,INSP43,STATION_16,SAFETY,MINOR_ISSUE,,,PASS,2020-05-29 04:00:00
199,50,2021-08-27,INSP43,STATION_8,SAFETY,MAJOR_ISSUE,,,PASS,2021-08-27 07:00:00
200,50,2021-04-24,INSP35,STATION_10,SAFETY,OK,,,PASS,2021-04-24 05:00:00
201,51,2022-03-08,INSP34,STATION_18,PAINT,MINOR_ISSUE,,,PASS,2022-03-08 02:00:00
202,51,2023-05-28,INSP24,STATION_1,EMISSIONS,OK,,,PASS,2023-05-28 04:00:00
203,51,2022-04-08,INSP27,STATION_4,SAFETY,MAJOR_ISSUE,,,PASS,2022-04-08 05:00:00
204,51,2022-05-06,INSP38,STATION_1,EMISSIONS,MAJOR_ISSUE,,,PASS,2022-05-06 10:00:00
205,51,2023-08-21,INSP03,STATION_17,EMISSIONS,MAJOR_ISSUE,,,PASS,2023-08-21 08:00:00
206,51,2023-09-05,INSP30,STATION_18,SAFETY,MAJOR_ISSUE,,,PASS,2023-09-05 06:00:00
207,52,2022-09-11,INSP01,STATION_10,EMISSIONS,MAJOR_ISSUE,,,PASS,2022-09-11 01:00:00
208,52,2020-05-15,INSP30,STATION_6,EMISSIONS,MINOR_ISSUE,,,PASS,2020-05-15 02:00:00
209,53,2019-10-31,INSP13,STATION_13,STRUCTURAL,OK,,,PASS,2019-10-31 04:00:00
210,53,2020-07-19,INSP14,STATION_7,SAFETY,OK,,,PASS,2020-07-19 07:00:00
211,53,2021-10-09,INSP49,STATION_11,SAFETY,OK,,,PASS,2021-10-09 07:00:00
212,53,2023-03-23,INSP43,STATION_18,SAFETY,OK,,,PASS,2023-03-23 09:00:00
213,54,2022-04-05,INSP15,STATION_2,STRUCTURAL,MAJOR_ISSUE,DEF5368,10.03,FAIL,2022-04-05 03:00:00
214,54,2024-11-15,INSP37,STATION_1,PAINT,MINOR_ISSUE,,,PASS,2024-11-15 04:00:00
215,54,2022-06-16,INSP44,STATION_16,STRUCTURAL,MAJOR_ISSUE,,,PASS,2022-06-16 02:00:00
216,54,2024-10-02,INSP12,STATION_12,STRUCTURAL,OK,,,PASS,2024-10-02 02:00:00
217,54,2022-01-09,INSP22,STATION_13,SAFETY,MINOR_ISSUE,,,PASS,2022-01-09 06:00:00
218,54,2021-05-25,INSP06,STATION_7,EMISSIONS,MINOR_ISSUE,DEF1049,8.44,FAIL,2021-05-25 05:00:00
219,55,2020-12-23,INSP20,STATION_17,STRUCTURAL,MINOR_ISSUE,,,PASS,2020-12-23 05:00:00
220,55,2019-05-04,INSP34,STATION_7,SAFETY,MINOR_ISSUE,,,PASS,2019-05-04 09:00:00
221,55,2020-02-03,INSP34,STATION_10,PAINT,OK,,,PASS,2020-02-03 02:00:00
222,55,2020-12-07,INSP05,STATION_2,EMISSIONS,MAJOR_ISSUE,,,PASS,2020-12-07 10:00:00
223,56,2021-03-12,INSP12,STATION_12,ELECTRICAL,OK,,,PASS,2021-03-12 08:00:00
224,56,2024-10-06,INSP32,STATION_17,SAFETY,OK,,,PASS,2024-10-06 05:00:00
225,56,2024-11-06,INSP42,STATION_4,PAINT,MINOR_ISSUE,,,PASS,2024-11-06 07:00:00
226,56,2024-11-23,INSP47,STATION_6,ELECTRICAL,MAJOR_ISSUE,,,PASS,2024-11-23 09:00:00
227,56,2024-03-03,INSP18,STATION_9,STRUCTURAL,OK,,,PASS,2024-03-03 07:00:00
228,56,2020-05-25,INSP39,STATION_1,EMISSIONS,MINOR_ISSUE,,,PASS,2020-05-25 02:00:00
229,57,2021-08-06,INSP22,STATION_19,ELECTRICAL,MINOR_ISSUE,,,PASS,2021-08-06 01:00:00
230,57,2021-04-18,INSP49,STATION_16,ELECTRICAL,MAJOR_ISSUE,,,PASS,2021-04-18 03:00:00
231,58,2019-04-12,INSP15,STATION_19,ELECTRICAL,MAJOR_ISSUE,DEF8972,5.72,FAIL,2019-04-12 02:00:00
232,58,2019-08-31,INSP07,STATION_12,STRUCTURAL,MINOR_ISSUE,,,PASS,2019-08-31 08:00:00
233,58,2022-10-09,INSP48,STATION_20,STRUCTURAL,MINOR_ISSUE,,,PASS,2022-10-09 06:00:00
234,58,2021-08-14,INSP32,STATION_10,PAINT,MINOR_ISSUE,,,PASS,2021-08-14 04:00:00
235,59,2024-07-12,INSP37,STATION_7,PAINT,MINOR_ISSUE,,,PASS,2024-07-12 07:00:00
236,59,2019-09-17,INSP18,STATION_20,PAINT,MAJOR_ISSUE,,,PASS,2019-09-17 05:00:00
237,59,2021-06-15,INSP31,STATION_6,STRUCTURAL,OK,,,PASS,2021-06-15 01:00:00
238,59,2019-01-14,INSP50,STATION_1,PAINT,MAJOR_ISSUE,,,PASS,2019-01-14 01:00:00
239,60,2024-09-10,INSP02,STATION_1,PAINT,MINOR_ISSUE,DEF7069,7.79,FAIL,2024-09-10 07:00:00
