54,8,PN14405,Steering Column,SUP038,4,5206.71,EUR,17,0,BATCH4915,2021-08-24 02:00:00
55,8,PN77310,Windshield,SUP057,4,2950.79,EUR,164,0,BATCH6297,2023-10-20 06:00:00
56,8,PN39062,Catalytic Converter,SUP072,7,3397.57,EUR,60,0,BATCH9179,2023-05-21 12:00:00
57,8,PN11934,Battery Tray,SUP062,3,7150.63,EUR,141,0,BATCH8552,2019-03-30 06:00:00
58,8,PN10664,Lambda Sensor,SUP036,5,1811.11,EUR,134,0,BATCH6817,2022-06-22 05:00:00
59,9,PN55760,Tensioner Pulley,SUP030,10,1701.79,EUR,5,1,BATCH7873,2023-05-14 18:00:00
60,9,PN87889,ECU Module,SUP069,10,434.45,EUR,66,0,BATCH3228,2019-06-21 07:00:00
61,9,PN92528,CV Joint,SUP100,8,5669.64,EUR,159,0,BATCH6438,2020-08-21 08:00:00
62,9,PN94263,Throttle Body,SUP058,7,4392.94,EUR,123,0,BATCH6695,2019-03-15 20:00:00
63,9,PN19368,Suspension Arm,SUP053,12,2652.36,EUR,51,0,BATCH5603,2024-03-18 13:00:00
64,9,PN78161,ECU Module,SUP016,2,510.8,EUR,124,0,BATCH2401,2020-11-16 15:00:00
65,9,PN28935,Wheel Bearing,SUP014,11,4145.78,EUR,13,0,BATCH1297,2021-05-31 15:00:00
66,10,PN74643,Door Panel,SUP081,1,196.14,EUR,137,0,BATCH8582,2019-12-08 07:00:00
67,10,PN13909,Alternator,SUP090,10,7029.01,EUR,38,0,BATCH7062,2023-12-14 20:00:00
68,10,PN62998,Alternator,SUP025,11,5112.9,EUR,59,0,BATCH2195,2021-02-14 12:00:00
69,10,PN95366,Radiator,SUP013,2,6449.13,EUR,157,0,BATCH9387,2019-11-11 11:00:00
70,10,PN53535,Transmission,SUP087,8,3356.12,EUR,6,0,BATCH6649,2023-07-12 00:00:00
71,10,PN47277,Pistons,SUP100,9,884.01,EUR,107,0,BATCH2516,2019-02-15 16:00:00
72,10,PN63381,Oil Pump,SUP054,4,7972.04,EUR,178,0,BATCH7345,2022-05-30 23:00:00
73,11,PN94350,Brake Disc,SUP029,4,4328.17,EUR,130,0,BATCH3433,2020-10-02 09:00:00
74,11,PN17613,Fuel Pump,SUP053,1,7162.68,EUR,14,0,BATCH7936,2022-06-23 22:00:00
75,11,PN30124,Brake Caliper,SUP034,1,8073.88,EUR,78,0,BATCH6970,2020-05-20 21:00:00
76,11,PN46303,Fuel Injector,SUP070,9,7675.71,EUR,140,0,BATCH8891,2021-05-30 06:00:00
77,11,PN81799,Throttle Body,SUP069,8,3696.97,EUR,38,1,BATCH5629,2019-05-24 16:00:00
78,11,PN11435,Airbag Unit,SUP036,6,7419.75,EUR,162,0,BATCH4692,2021-09-19 23:00:00
79,11,PN37293,Intake Manifold,SUP030,2,1801.65,EUR,84,0,BATCH7614,2022-02-04 07:00:00
80,11,PN15085,CAN Bus Controller,SUP086,8,1557.09,EUR,172,0,BATCH8991,2020-11-06 16:00:00
81,11,PN47136,AC Compressor,SUP013,10,7854.13,EUR,18,0,BATCH3745,2020-08-07 19:00:00
82,12,PN44948,Oil Pump,SUP036,12,1887.44,EUR,26,0,BATCH6427,2023-11-06 07:00:00
83,12,PN54941,Crankshaft,SUP074,9,5808.31,EUR,157,0,BATCH2837,2022-01-10 01:00:00
84,12,PN39689,Alternator Belt,SUP054,8,4127.04,EUR,3,0,BATCH6993,2019-09-27 07:00:00
85,12,PN58736,Fuel Injector,SUP085,10,4174.18,EUR,54,0,BATCH9578,2023-05-05 14:00:00
86,12,PN58440,Differential,SUP061,9,283.08,EUR,64,0,BATCH8042,2019-04-19 20:00:00
87,13,PN50468,Prop Shaft,SUP028,2,8410.52,EUR,125,1,BATCH8556,2021-11-30 21:00:00
88,13,PN90719,Clutch Plate,SUP084,1,3782.88,EUR,77,0,BATCH1151,2020-08-23 02:00:00
89,13,PN22772,Brake Disc,SUP052,6,4511.76,EUR,143,0,BATCH2613,2023-11-17 13:00:00
90,13,PN32674,Power Steering Pump,SUP028,2,255.44,EUR,43,0,BATCH8748,2020-05-24 14:00:00
91,13,PN87583,Wiring Harness,SUP049,10,1861.23,EUR,33,0,BATCH8762,2023-12-30 21:00:00
92,13,PN19648,Radiator,SUP091,11,5164.46,EUR,21,0,BATCH3154,2019-05-10 05:00:00
93,14,PN44719,Oil Pump,SUP055,6,3137.67,EUR,17,0,BATCH4032,2020-06-11 21:00:00
94,14,PN23870,Alternator Belt,SUP089,4,6508.8,EUR,178,0,BATCH6897,2019-01-03 17:00:00
95,14,PN69023,Fuel Injector,SUP040,9,1870.8,EUR,4,0,BATCH3631,2024-03-17 19:00:00
96,14,PN94595,Intake Manifold,SUP038,10,271.9,EUR,23,0,BATCH4422,2020-10-12 15:00:00
97,14,PN34181,Connecting Rod,SUP010,8,7777.95,EUR,180,1,BATCH6170,2020-05-10 11:00:00
98,14,PN86685,Water Pump,SUP044,1,2848.1,EUR,128,1,BATCH5782,2019-03-16 12:00:00
99,15,PN35078,Throttle Body,SUP094,11,7605.34,EUR,68,0,BATCH8595,2024-03-19 22:00:00
100,15,PN31377,Oil Pump,SUP077,8,2303.17,EUR,159,0,BATCH1339,2022-02-04 19:00:00
101,15,PN83216,Wiring Harness,SUP007,3,6327.31,EUR,130,0,BATCH3035,2022-03-26 12:00:00
102,15,PN92610,Connecting Rod,SUP025,5,1459.01,EUR,58,0,BATCH2622,2021-11-30 00:00:00
103,15,PN63722,Power Steering Pump,SUP083,7,7320.66,EUR,176,0,BATCH5494,2020-03-08 23:00:00
104,15,PN27471,CAN Bus Controller,SUP080,7,7260.98,EUR,80,0,BATCH7088,2024-08-06 19:00:00
105,15,PN57171,Door Panel,SUP005,7,6420.05,EUR,146,0,BATCH4716,2019-12-05 04:00:00
106,15,PN29064,ECU Module,SUP011,3,32.08,EUR,54,0,BATCH6924,2024-07-07 09:00:00
107,15,PN28442,Fuel Injector,SUP076,2,6772.98,EUR,11,0,BATCH7993,2020-08-16 12:00:00
108,16,PN74571,CV Joint,SUP055,1,243.82,EUR,19,0,BATCH1159,2021-05-15 08:00:00
109,16,PN88293,ECU Module,SUP056,8,3006.65,EUR,159,0,BATCH3445,2019-02-15 04:00:00
110,16,PN59322,Throttle Body,SUP001,6,6922.36,EUR,37,0,BATCH8416,2024-03-26 06:00:00
111,16,PN84847,Brake Caliper,SUP094,6,4254.9,EUR,71,0,BATCH6331,2021-02-09 19:00:00
112,16,PN94898,Timing Belt,SUP051,3,1693.34,EUR,101,0,BATCH6085,2022-08-16 20:00:00
113,16,PN99025,ABS Module,SUP076,7,377.87,EUR,34,0,BATCH8810,2020-08-19 01:00:00
114,16,PN83272,Battery Tray,SUP040,6,5145.29,EUR,97,0,BATCH5943,2023-12-10 10:00:00
115,16,PN19271,Exhaust Pipe,SUP083,11,7235.13,EUR,161,0,BATCH2447,2021-10-27 21:00:00
116,16,PN97789,Clutch Plate,SUP008,9,1705.7,EUR,36,0,BATCH4726,2021-11-03 14:00:00
117,17,PN70069,Clutch Plate,SUP018,7,6262.12,EUR,78,0,BATCH2250,2019-09-18 22:00:00
118,17,PN60044,ECU Module,SUP075,9,2255.96,EUR,139,0,BATCH2920,2021-10-04 02:00:00
119,17,PN13881,Connecting Rod,SUP046,11,5092.44,EUR,103,0,BATCH6524,2022-12-24 02:00:00
120,17,PN19683,Pistons,SUP089,7,7348.0,EUR,18,0,BATCH4636,2019-05-05 20:00:00
121,17,PN65284,Alternator Belt,SUP093,5,8283.05,EUR,79,0,BATCH5905,2022-07-26 00:00:00
122,17,PN34826,CAN Bus Controller,SUP009,3,5818.72,EUR,31,0,BATCH6810,2021-04-24 22:00:00
123,17,PN55547,Throttle Body,SUP051,9,6741.44,EUR,24,0,BATCH8986,2019-08-08 07:00:00
124,17,PN21093,Oil Pump,SUP006,5,106.77,EUR,113,0,BATCH1963,2021-09-29 19:00:00
125,17,PN30822,Pistons,SUP026,2,4431.5,EUR,177,0,BATCH8887,2024-10-04 18:00:00
126,17,PN10993,Alternator Belt,SUP055,1,1396.86,EUR,84,0,BATCH5274,2024-03-19 05:00:00
127,18,PN82353,Engine Block,SUP033,12,6186.64,EUR,130,0,BATCH7480,2022-11-01 17:00:00
128,18,PN99645,Windshield,SUP092,5,7465.39,EUR,46,0,BATCH8244,2024-10-01 16:00:00
129,18,PN37967,Prop Shaft,SUP029,12,8080.05,EUR,5,0,BATCH7439,2022-12-01 15:00:00
130,18,PN17500,Tensioner Pulley,SUP026,12,7630.84,EUR,5,0,BATCH8244,2019-03-12 16:00:00
131,18,PN33564,Exhaust Pipe,SUP093,4,7191.05,EUR,139,0,BATCH3141,2024-12-28 03:00:00
132,18,PN57007,Camshaft,SUP089,10,6755.78,EUR,23,0,BATCH7628,2022-07-26 02:00:00
133,18,PN61174,Radiator,SUP072,5,8057.37,EUR,54,0,BATCH8129,2024-06-21 10:00:00
134,19,PN99323,CV Joint,SUP070,3,2987.7,EUR,60,0,BATCH3043,2020-08-22 01:00:00
135,19,PN63530,Catalytic Converter,SUP050,5,1185.63,EUR,20,0,BATCH9322,2020-10-18 20:00:00
136,19,PN43881,Brake Caliper,SUP012,9,1579.62,EUR,165,0,BATCH2537,2024-04-21 06:00:00
137,19,PN43253,CAN Bus Controller,SUP028,9,53.29,EUR,7,0,BATCH1317,2022-09-16 13:00:00
138,19,PN71083,Clutch Plate,SUP012,11,5408.55,EUR,48,0,BATCH3849,2020-08-19 06:00:00
139,20,PN17437,Tensioner Pulley,SUP019,8,4513.86,EUR,77,0,BATCH2969,2024-06-25 16:00:00
140,20,PN11051,Prop Shaft,SUP039,9,5435.17,EUR,55,0,BATCH8466,2024-11-18 20:00:00
141,20,PN74378,ABS Module,SUP095,11,1369.38,EUR,154,0,BATCH3143,2020-10-06 07:00:00
142,20,PN78465,Exhaust Pipe,SUP092,6,5388.65,EUR,46,0,BATCH9084,2020-10-24 16:00:00
143,21,PN73436,Alternator Belt,SUP069,11,3391.21,EUR,99,0,BATCH4969,2021-01-12 09:00:00
144,21,PN24095,Pistons,SUP039,3,2005.0,EUR,95,0,BATCH5014,2020-03-30 17:00:00
145,21,PN95304,Lambda Sensor,SUP055,5,7187.26,EUR,75,0,BATCH6201,2021-08-05 22:00:00
146,21,PN80929,Wheel Bearing,SUP087,6,1391.55,EUR,16,0,BATCH4967,2021-05-26 17:00:00
147,21,PN92159,Ignition Coil,SUP055,5,5909.79,EUR,168,0,BATCH4520,2022-05-31 06:00:00
148,21,PN86607,Gearbox Housing,SUP040,11,3608.24,EUR,8,0,BATCH1463,2020-01-02 23:00:00
149,22,PN10897,Alternator,SUP022,5,3477.53,EUR,102,0,BATCH1328,2023-02-14 04:00:00
150,22,PN41757,Lambda Sensor,SUP047,1,5339.23,EUR,38,0,BATCH8532,2024-11-04 05:00:00
151,22,PN10552,Wiring Harness,SUP087,9,6596.71,EUR,14,0,BATCH6636,2021-01-31 12:00:00
152,22,PN51860,Gearbox Housing,SUP001,2,4508.11,EUR,50,0,BATCH4483,2023-02-19 02:00:00
153,22,PN44536,Fuse Box,SUP037,11,727.82,EUR,150,0,BATCH5180,2024-01-22 19:00:00
154,23,PN27325,Intake Manifold,SUP020,5,393.95,EUR,42,0,BATCH4403,2020-04-21 12:00:00
155,23,PN80739,Drive Shaft,SUP078,3,385.08,EUR,52,1,BATCH3729,2020-09-06 17:00:00
156,23,PN88048,Wheel Bearing,SUP091,8,2391.31,EUR,61,0,BATCH8880,2023-11-29 21:00:00
157,23,PN28053,Flywheel,SUP011,2,2713.49,EUR,147,0,BATCH9423,2024-11-23 09:00:00
158,23,PN37725,Lambda Sensor,SUP062,12,4178.84,EUR,159,0,BATCH3978,2023-09-12 20:00:00
159,23,PN71607,Gearbox Housing,SUP021,8,403.13,EUR,91,0,BATCH4632,2022-03-23 13:00:00
160,23,PN85928,Throttle Body,SUP077,4,6933.47,EUR,179,0,BATCH7308,2023-01-12 02:00:00
161,24,PN58428,Connecting Rod,SUP014,7,833.63,EUR,178,0,BATCH7495,2022-02-06 19:00:00
162,24,PN21539,Radiator,SUP004,7,3328.64,EUR,7,0,BATCH1624,2020-01-19 09:00:00
163,24,PN65963,CV Joint,SUP021,7,2220.23,EUR,42,0,BATCH7230,2021-11-30 06:00:00
164,24,PN11438,Transmission,SUP036,10,5442.66,EUR,111,0,BATCH2481,2024-04-29 02:00:00
165,24,PN26290,Gearbox Housing,SUP003,10,7465.57,EUR,61,0,BATCH5198,2024-08-11 08:00:00
166,24,PN37283,Gearbox Housing,SUP075,10,3374.18,EUR,86,0,BATCH1044,2021-01-19 08:00:00
167,24,PN93520,Timing Belt,SUP034,8,1317.35,EUR,63,0,BATCH3476,2024-09-07 17:00:00
168,25,PN55748,Lambda Sensor,SUP042,9,7336.88,EUR,27,0,BATCH7915,2022-07-28 12:00:00
169,25,PN43858,Brake Disc,SUP041,6,7724.07,EUR,81,0,BATCH4772,2020-05-01 18:00:00
170,25,PN39852,Clutch Plate,SUP004,2,5150.76,EUR,163,0,BATCH6108,2022-09-03 08:00:00
171,25,PN46656,Battery Tray,SUP017,11,5025.19,EUR,19,0,BATCH9551,2021-02-18 00:00:00
172,25,PN36064,CAN Bus Controller,SUP073,1,1178.44,EUR,19,0,BATCH5656,2023-05-09 08:00:00
173,25,PN82054,Seat Assembly,SUP017,9,5159.44,EUR,69,0,BATCH8935,2020-05-03 06:00:00
174,25,PN20473,Alternator,SUP093,11,3030.46,EUR,81,0,BATCH6026,2021-04-01 15:00:00
175,25,PN26454,Wiring Harness,SUP066,7,4497.66,EUR,46,0,BATCH8964,2021-04-24 17:00:00
176,25,PN21371,EGR Valve,SUP008,12,4215.29,EUR,10,0,BATCH5343,2023-12-21 20:00:00
177,26,PN92818,Shock Absorber,SUP014,4,2193.17,EUR,21,0,BATCH8852,2019-11-13 22:00:00
178,26,PN52735,Wheel Bearing,SUP041,3,1601.74,EUR,91,1,BATCH5550,2023-11-25 23:00:00
179,26,PN83059,EGR Valve,SUP082,9,4336.89,EUR,171,0,BATCH3899,2020-06-06 16:00:00
180,26,PN41457,Power Steering Pump,SUP094,4,4208.76,EUR,55,0,BATCH1332,2019-10-22 12:00:00
181,26,PN65534,Power Steering Pump,SUP085,9,4785.76,EUR,46,0,BATCH1387,2024-02-01 00:00:00
182,26,PN96890,ABS Module,SUP062,6,4547.48,EUR,65,0,BATCH9596,2020-10-22 11:00:00
183,26,PN78189,Brake Disc,SUP032,6,8388.03,EUR,59,0,BATCH4334,2023-08-24 02:00:00
184,26,PN28965,Door Panel,SUP017,10,2954.02,EUR,170,0,BATCH3943,2021-07-26 22:00:00
185,26,PN35745,Exhaust Pipe,SUP030,12,3431.66,EUR,127,0,BATCH2156,2020-08-18 16:00:00
186,27,PN63545,Lambda Sensor,SUP079,7,5707.15,EUR,96,0,BATCH4966,2022-02-12 11:00:00
187,27,PN49926,Oil Pump,SUP057,2,2047.61,EUR,90,0,BATCH1111,2024-10-21 16:00:00
188,27,PN99634,Intake Manifold,SUP082,6,7032.96,EUR,141,0,BATCH1722,2023-05-04 22:00:00
189,27,PN97221,Seat Assembly,SUP085,11,7152.86,EUR,27,0,BATCH5155,2022-11-07 09:00:00
190,27,PN84042,Pistons,SUP051,2,2187.77,EUR,25,0,BATCH3347,2020-08-04 04:00:00
191,28,PN40895,Alternator Belt,SUP058,2,4428.73,EUR,122,0,BATCH5704,2023-01-08 10:00:00
192,28,PN19771,Suspension Arm,SUP063,11,3030.5,EUR,96,0,BATCH6442,2024-02-13 15:00:00
193,28,PN33360,Tensioner Pulley,SUP058,2,6133.22,EUR,119,0,BATCH6884,2019-03-10 15:00:00
194,28,PN31104,CAN Bus Controller,SUP075,1,5829.05,EUR,42,0,BATCH4479,2019-08-08 19:00:00
195,28,PN65132,Clutch Plate,SUP098,8,4033.15,EUR,71,0,BATCH4966,2019-10-03 02:00:00
196,29,PN59378,CAN Bus Controller,SUP076,9,894.71,EUR,155,0,BATCH2324,2020-08-24 08:00:00
197,29,PN83017,Steering Column,SUP083,2,656.24,EUR,125,0,BATCH1188,2021-03-25 12:00:00
198,29,PN19414,Throttle Body,SUP012,6,1093.25,EUR,146,0,BATCH7240,2022-09-04 05:00:00
199,29,PN68339,Throttle Body,SUP010,3,5159.63,EUR,142,0,BATCH1695,2020-02-05 04:00:00
200,30,PN57437,Windshield,SUP059,11,3821.52,EUR,127,0,BATCH8703,2022-01-30 15:00:00
201,30,PN50377,Fuel Injector,SUP077,6,1128.27,EUR,162,0,BATCH5410,2021-09-04 02:00:00
202,30,PN92998,Timing Belt,SUP071,2,540.81,EUR,123,0,BATCH1416,2024-03-05 09:00:00
203,30,PN36019,Transmission,SUP050,6,1852.29,EUR,126,0,BATCH8285,2022-07-02 09:00:00
204,30,PN72236,CV Joint,SUP096,9,2284.49,EUR,82,0,BATCH8860,2019-07-28 08:00:00
205,30,PN73254,Brake Disc,SUP022,6,1622.83,EUR,132,0,BATCH6181,2023-05-26 07:00:00
206,30,PN19243,Throttle Body,SUP006,9,5058.72,EUR,141,0,BATCH3442,2021-12-30 13:00:00
207,30,PN66548,Seat Assembly,SUP018,9,866.63,EUR,45,0,BATCH7851,2019-06-04 22:00:00
208,30,PN40611,Tensioner Pulley,SUP100,5,8225.09,EUR,106,0,BATCH5620,2022-05-25 02:00:00
209,30,PN36361,Flywheel,SUP034,8,4913.47,EUR,161,0,BATCH3507,2022-09-27 14:00:00
210,31,PN43391,Shock Absorber,SUP022,7,8124.86,EUR,104,1,BATCH2907,2022-08-27 20:00:00
211,31,PN94450,Power Steering Pump,SUP026,3,6518.41,EUR,119,0,BATCH8340,2021-03-09 10:00:00
212,31,PN68497,Tensioner Pulley,SUP011,9,5578.0,EUR,61,0,BATCH5991,2019-01-01 23:00:00
213,31,PN81056,AC Compressor,SUP064,10,1920.39,EUR,90,0,BATCH1497,2023-10-11 22:00:00
214,31,PN26331,Fuel Pump,SUP094,11,3362.24,EUR,5,0,BATCH8548,2024-07-14 16:00:00
215,32,PN16528,Tensioner Pulley,SUP097,8,325.32,EUR,4,0,BATCH1158,2024-01-11 14:00:00
216,32,PN83708,Fuse Box,SUP066,11,5054.49,EUR,119,0,BATCH5185,2024-10-09 18:00:00
217,32,PN80374,ECU Module,SUP020,6,4203.73,EUR,160,0,BATCH4305,2020-12-13 00:00:00
218,32,PN97747,Steering Column,SUP063,5,2731.47,EUR,95,0,BATCH7566,2019-06-12 03:00:00
219,32,PN48103,Drive Shaft,SUP046,1,321.64,EUR,128,0,BATCH4395,2022-11-19 23:00:00
220,32,PN72164,Alternator,SUP051,2,7259.7,EUR,135,0,BATCH8465,2021-03-01 18:00:00
221,32,PN47792,Camshaft,SUP038,7,5745.48,EUR,135,0,BATCH1397,2022-07-25 01:00:00
222,32,PN78734,Steering Column,SUP048,12,5694.77,EUR,54,0,BATCH7863,2024-07-21 16:00:00
223,33,PN75986,Tensioner Pulley,SUP006,3,5411.59,EUR,61,0,BATCH3777,2022-12-02 17:00:00
224,33,PN44343,Turbocharger,SUP015,4,2085.2,EUR,153,0,BATCH4529,2019-08-18 19:00:00
225,33,PN24756,Camshaft,SUP064,8,7862.37,EUR,44,0,BATCH3243,2021-08-08 06:00:00
226,33,PN45001,Crankshaft,SUP090,5,6520.69,EUR,117,0,BATCH5008,2024-11-04 19:00:00
227,33,PN60830,Differential,SUP061,12,5159.65,EUR,171,0,BATCH7246,2022-11-25 19:00:00
228,33,PN17808,Throttle Body,SUP029,9,4755.25,EUR,38,0,BATCH6354,2020-01-10 03:00:00
229,33,PN83933,Wheel Bearing,SUP067,5,5908.98,EUR,18,0,BATCH2301,2021-09-05 00:00:00
230,33,PN28613,Alternator Belt,SUP087,8,1110.23,EUR,5,0,BATCH6741,2020-03-07 16:00:00
231,34,PN85166,Brake Disc,SUP100,4,7682.53,EUR,131,0,BATCH4194,2024-01-23 02:00:00
232,34,PN52212,ECU Module,SUP098,4,1175.84,EUR,165,0,BATCH8241,2024-12-14 12:00:00
233,34,PN59051,Crankshaft,SUP051,4,2896.0,EUR,49,0,BATCH4937,2023-07-26 16:00:00
234,34,PN33147,Lambda Sensor,SUP028,3,776.13,EUR,141,0,BATCH5932,2022-07-01 16:00:00
235,34,PN34472,Camshaft,SUP089,4,2127.0,EUR,167,0,BATCH5131,2019-01-07 18:00:00
236,34,PN59796,Flywheel,SUP044,9,197.95,EUR,3,0,BATCH7408,2021-08-10 02:00:00
237,34,PN92850,Transmission,SUP052,9,7891.37,EUR,28,0,BATCH8081,2022-04-20 14:00:00
238,34,PN85482,Timing Belt,SUP017,8,5639.69,EUR,41,0,BATCH7315,2023-04-10 21:00:00
239,35,PN99903,Power Steering Pump,SUP099,1,2138.78,EUR,94,0,BATCH3167,2021-06-09 14:00:00
240,35,PN64850,Airbag Unit,SUP026,3,577.87,EUR,99,0,BATCH8549,2024-11-19 21:00:00
241,35,PN78809,Crankshaft,SUP099,12,2359.65,EUR,87,0,BATCH1545,2019-09-04 18:00:00
242,35,PN59674,CV Joint,SUP077,11,2235.84,EUR,179,0,BATCH3820,2024-10-27 22:00:00
243,35,PN41828,Seat Assembly,SUP029,8,1450.12,EUR,22,0,BATCH6336,2023-10-31 22:00:00
244,35,PN82831,Intercooler,SUP033,3,3241.91,EUR,80,0,BATCH9698,2019-01-05 00:00:00
245,35,PN62579,Throttle Body,SUP075,1,5614.76,EUR,77,0,BATCH5231,2023-02-24 06:00:00
246,36,PN15145,AC Compressor,SUP045,6,6971.47,EUR,81,0,BATCH8456,2024-12-14 00:00:00
247,36,PN44175,Engine Block,SUP056,12,373.71,EUR,53,0,BATCH9846,2019-10-07 22:00:00
248,36,PN10874,ABS Module,SUP075,3,4891.95,EUR,83,0,BATCH2588,2021-09-14 01:00:00
